person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,empl_len,ppl_household,loan_status
22,male,High School,73610,4,RENT,7000,DEBTCONSOLIDATION,12.84,0.1,2,576,No,4,2,0
26,female,High School,62487,4,OWN,15000,HOMEIMPROVEMENT,6.92,0.24,2,618,Yes,4,0,0
24,female,Bachelor,62928,4,MORTGAGE,6300,VENTURE,5.79,0.1,3,525,Yes,4,0,0
23,male,High School,75328,0,RENT,7000,PERSONAL,9.91,0.09,4,568,Yes,0,2,0
26,male,Bachelor,62660,6,MORTGAGE,11000,VENTURE,11.01,0.18,3,652,Yes,6,1,0
26,male,Master,62977,5,MORTGAGE,9600,HOMEIMPROVEMENT,15.21,0.15,4,545,Yes,5,1,0
24,male,Bachelor,63091,2,MORTGAGE,4000,MEDICAL,7.51,0.06,2,662,No,2,0,0
22,female,Associate,62799,0,MORTGAGE,7500,EDUCATION,9.88,0.12,3,658,Yes,0,0,0
25,female,Bachelor,75124,1,RENT,7000,DEBTCONSOLIDATION,7.49,0.09,4,600,Yes,1,1,0
23,male,High School,75393,0,RENT,7000,MEDICAL,11.01,0.09,2,575,No,0,0,0
23,female,High School,62955,0,MORTGAGE,7200,EDUCATION,10.65,0.11,3,522,Yes,0,0,0
26,male,Associate,76695,5,RENT,7000,VENTURE,14.84,0.09,2,712,No,5,1,0
22,female,Bachelor,77779,1,RENT,7000,EDUCATION,5.79,0.09,3,657,No,1,1,0
22,female,Bachelor,63003,4,MORTGAGE,4200,EDUCATION,10.59,0.07,3,660,No,4,1,0
23,male,High School,63336,1,MORTGAGE,5000,DEBTCONSOLIDATION,10.59,0.08,3,526,No,1,3,0
23,male,Associate,78665,1,RENT,7000,MEDICAL,11.86,0.09,3,605,No,1,5,0
25,male,Associate,78765,2,RENT,7000,PERSONAL,12.73,0.09,2,657,Yes,2,2,0
22,female,High School,79050,0,RENT,7000,EDUCATION,14.27,0.09,4,622,Yes,0,1,0
22,female,High School,62870,0,MORTGAGE,7000,VENTURE,12.98,0.11,2,608,No,0,1,0
22,female,High School,78893,2,RENT,7000,EDUCATION,15.99,0.09,3,604,No,2,1,0
25,male,Bachelor,63093,4,OWN,6000,VENTURE,11.01,0.1,4,632,Yes,4,1,0
22,female,Associate,78881,1,RENT,7000,DEBTCONSOLIDATION,12.99,0.09,2,520,Yes,1,5,0
26,male,Associate,63103,0,OWN,15000,HOMEIMPROVEMENT,9.88,0.24,3,543,Yes,0,0,0
24,male,Bachelor,63169,6,OWN,20000,VENTURE,12.87,0.32,4,630,Yes,6,1,0
26,female,Associate,79357,3,RENT,7000,EDUCATION,11.01,0.09,2,658,No,3,0,0
23,female,Bachelor,78889,1,RENT,7000,EDUCATION,10.75,0.09,4,511,Yes,1,0,0
25,male,Associate,62563,6,MORTGAGE,12000,HOMEIMPROVEMENT,10.37,0.19,4,652,No,6,2,0
25,male,Master,63240,3,MORTGAGE,4000,PERSONAL,15.99,0.06,4,676,Yes,3,3,0
26,male,Bachelor,63263,1,OWN,13200,HOMEIMPROVEMENT,7.51,0.21,4,690,No,1,2,0
22,male,Associate,63055,0,MORTGAGE,7200,EDUCATION,11.71,0.11,3,653,Yes,0,2,0
21,female,Associate,62945,0,MORTGAGE,5000,VENTURE,9.99,0.08,3,699,Yes,0,1,0
24,male,Associate,79038,2,RENT,7000,DEBTCONSOLIDATION,11.83,0.09,2,668,No,2,3,0
23,female,Associate,63084,0,MORTGAGE,10000,MEDICAL,8.59,0.16,2,653,Yes,0,3,0
23,female,Associate,78866,0,RENT,7000,VENTURE,10.71,0.09,2,674,Yes,0,2,0
21,male,High School,78754,0,RENT,7000,VENTURE,11.01,0.09,4,569,No,0,1,0
22,female,High School,63002,0,MORTGAGE,14100,VENTURE,11.49,0.22,2,654,Yes,0,0,0
23,male,Bachelor,80307,0,RENT,7000,EDUCATION,7.66,0.09,3,528,Yes,0,1,0
24,female,High School,63465,0,MORTGAGE,15000,PERSONAL,13.98,0.24,3,602,No,0,1,0
22,male,Associate,80342,2,RENT,7000,EDUCATION,9.99,0.09,4,612,No,2,2,0
24,male,Bachelor,63235,0,MORTGAGE,7000,PERSONAL,7.49,0.11,3,681,No,0,1,0
24,male,Bachelor,79934,1,RENT,7000,VENTURE,11.49,0.09,3,673,Yes,1,1,0
24,male,Bachelor,72818,0,RENT,7000,EDUCATION,7.51,0.1,4,662,No,0,2,1
21,male,High School,63397,0,MORTGAGE,18000,EDUCATION,8.49,0.28,2,617,Yes,0,0,0
26,male,Associate,63769,3,MORTGAGE,18000,DEBTCONSOLIDATION,8.49,0.28,3,556,Yes,3,0,0
23,male,High School,63171,0,MORTGAGE,5000,PERSONAL,6.92,0.08,3,630,Yes,0,1,0
24,female,High School,63318,1,MORTGAGE,12000,PERSONAL,10.74,0.19,3,609,No,1,0,0
25,female,High School,81112,0,RENT,7000,EDUCATION,8.94,0.09,4,672,No,0,1,0
25,female,Associate,56239,1,MORTGAGE,11000,HOMEIMPROVEMENT,12.68,0.2,2,584,No,1,1,1
26,female,Bachelor,81476,4,RENT,7000,MEDICAL,8.9,0.09,2,675,No,4,1,0
23,female,High School,82434,0,RENT,7000,EDUCATION,6.62,0.08,4,622,No,0,1,0
22,female,Associate,63659,0,OWN,8400,VENTURE,12.98,0.13,4,611,Yes,0,2,0
23,female,Associate,83270,0,RENT,7000,VENTURE,12.53,0.08,4,572,Yes,0,1,0
25,male,Bachelor,84295,2,RENT,7000,MEDICAL,10.78,0.08,3,700,Yes,2,0,0
22,female,High School,66136,0,RENT,7000,MEDICAL,11.01,0.11,2,681,No,0,3,1
25,female,High School,63376,4,MORTGAGE,7000,VENTURE,11.01,0.11,3,670,No,4,3,0
25,female,Bachelor,84908,1,RENT,7000,MEDICAL,13.79,0.08,3,571,Yes,1,2,0
22,male,High School,63353,0,MORTGAGE,6000,PERSONAL,7.88,0.09,4,633,Yes,0,0,0
25,female,Associate,85328,0,RENT,7000,HOMEIMPROVEMENT,7.29,0.08,4,629,Yes,0,1,0
22,female,High School,63524,0,OWN,6000,VENTURE,10.75,0.09,2,619,Yes,0,2,0
22,male,Associate,63593,0,MORTGAGE,9600,EDUCATION,7.14,0.15,4,631,Yes,0,0,0
23,male,Master,87347,3,RENT,7000,MEDICAL,7.9,0.08,2,644,Yes,3,1,0
23,male,High School,87575,0,RENT,7000,EDUCATION,13.11,0.08,4,663,No,0,2,0
26,male,High School,87452,5,RENT,7000,PERSONAL,9.32,0.08,2,597,Yes,5,2,0
23,male,Associate,80563,1,RENT,7000,VENTURE,17.04,0.09,4,655,No,1,0,1
21,female,Bachelor,56178,0,MORTGAGE,17000,EDUCATION,13.16,0.3,4,544,No,0,1,1
25,female,High School,88382,2,RENT,7000,HOMEIMPROVEMENT,14.84,0.08,2,604,No,2,2,0
26,male,High School,63163,4,MORTGAGE,1500,PERSONAL,9.7,0.02,3,515,Yes,4,0,0
23,male,Bachelor,91027,0,RENT,7000,PERSONAL,6.0,0.08,3,697,Yes,0,2,0
26,female,Associate,90968,6,RENT,7000,DEBTCONSOLIDATION,8.9,0.08,4,674,No,6,1,0
25,female,High School,90865,0,RENT,7000,MEDICAL,7.49,0.08,2,606,No,0,3,0
24,female,Bachelor,91130,4,RENT,7000,HOMEIMPROVEMENT,10.74,0.08,3,656,Yes,4,0,0
23,male,Bachelor,56153,2,MORTGAGE,9500,PERSONAL,12.69,0.17,4,591,No,2,0,1
22,male,Bachelor,91067,0,RENT,7000,EDUCATION,10.99,0.08,2,672,Yes,0,3,0
22,female,Associate,63558,0,MORTGAGE,12000,VENTURE,6.62,0.19,3,587,Yes,0,1,0
23,female,High School,91921,1,RENT,7000,PERSONAL,6.54,0.08,2,671,No,1,2,0
22,male,Associate,92486,0,RENT,7000,EDUCATION,11.12,0.08,2,662,No,0,1,0
22,male,Bachelor,63123,0,MORTGAGE,6000,EDUCATION,7.9,0.1,4,644,Yes,0,0,0
24,female,Master,95223,0,RENT,7000,VENTURE,6.03,0.07,3,574,Yes,0,1,0
24,male,High School,63327,0,MORTGAGE,18000,EDUCATION,11.71,0.28,3,639,No,0,2,0
24,female,Associate,95927,4,RENT,7000,PERSONAL,12.54,0.07,3,637,No,4,1,0
22,male,High School,96842,1,RENT,7000,DEBTCONSOLIDATION,6.62,0.07,3,490,Yes,1,1,0
23,male,High School,90335,0,RENT,7000,HOMEIMPROVEMENT,6.03,0.08,3,564,No,0,0,1
22,male,Associate,97014,0,RENT,7000,PERSONAL,7.51,0.07,2,650,No,0,0,0
23,female,High School,96988,0,RENT,7000,VENTURE,7.14,0.07,2,672,No,0,1,0
26,male,Associate,97326,6,RENT,7000,VENTURE,10.65,0.07,2,585,No,6,3,0
23,male,Bachelor,63261,0,MORTGAGE,12800,EDUCATION,10.65,0.2,2,598,Yes,0,0,0
23,female,Associate,63221,2,OWN,6000,EDUCATION,11.01,0.09,3,616,No,2,2,0
24,male,Associate,99473,5,RENT,7000,EDUCATION,10.0,0.07,4,648,Yes,5,0,0
25,male,High School,63458,3,MORTGAGE,14500,HOMEIMPROVEMENT,10.65,0.23,4,636,Yes,3,1,0
23,female,Associate,92393,0,RENT,7000,PERSONAL,14.96,0.08,4,603,No,0,2,1
23,male,High School,63319,1,MORTGAGE,22000,EDUCATION,7.51,0.35,2,670,Yes,1,3,0
26,male,Bachelor,100427,7,RENT,7000,MEDICAL,13.49,0.07,3,671,No,7,0,0
23,female,Associate,63199,0,MORTGAGE,8400,EDUCATION,8.9,0.13,2,641,No,0,1,0
21,female,High School,63447,0,OWN,13200,EDUCATION,12.42,0.21,2,648,Yes,0,1,0
26,male,Associate,63285,2,MORTGAGE,6000,EDUCATION,8.9,0.09,4,615,No,2,2,0
26,female,High School,63401,4,OWN,10000,PERSONAL,8.9,0.16,3,571,Yes,4,1,0
24,male,Associate,63236,0,MORTGAGE,11300,VENTURE,11.01,0.18,3,544,Yes,0,3,0
23,male,Associate,101266,1,RENT,7000,EDUCATION,6.92,0.07,2,527,Yes,1,1,0
21,female,Bachelor,63633,0,MORTGAGE,5000,DEBTCONSOLIDATION,7.9,0.08,3,711,No,0,3,0
25,male,Associate,80815,3,RENT,7000,MEDICAL,9.25,0.09,3,594,No,3,1,1
21,female,Associate,63116,0,MORTGAGE,2000,PERSONAL,15.62,0.03,4,625,No,0,1,0
25,female,High School,63524,3,MORTGAGE,3900,EDUCATION,11.01,0.06,4,612,No,3,0,0
21,male,Associate,63120,0,MORTGAGE,13250,DEBTCONSOLIDATION,5.99,0.21,2,634,Yes,0,2,0
26,male,Associate,63310,4,MORTGAGE,3300,PERSONAL,10.99,0.05,2,670,Yes,4,0,0
26,female,Master,103142,2,RENT,7000,EDUCATION,12.42,0.07,4,695,No,2,2,0
24,male,Bachelor,33603,3,RENT,6250,MEDICAL,12.87,0.19,4,560,Yes,3,1,0
25,female,High School,63628,0,MORTGAGE,6000,PERSONAL,8.49,0.09,3,631,Yes,0,3,0
22,male,High School,35313,3,RENT,6250,HOMEIMPROVEMENT,14.84,0.18,4,625,No,3,1,1
24,male,Associate,35819,2,RENT,6250,DEBTCONSOLIDATION,10.99,0.17,2,667,No,2,0,0
22,male,High School,35836,0,RENT,6250,PERSONAL,16.07,0.17,3,645,No,0,2,1
25,female,Master,35649,4,RENT,6250,VENTURE,15.96,0.18,3,657,No,4,1,0
26,female,Bachelor,55915,4,MORTGAGE,7000,HOMEIMPROVEMENT,9.99,0.13,3,607,No,4,0,1
24,female,Master,55760,0,MORTGAGE,10000,MEDICAL,15.99,0.18,3,657,No,0,2,1
25,male,Bachelor,56329,2,MORTGAGE,6000,MEDICAL,10.99,0.11,3,551,No,2,0,1
23,female,High School,46759,1,RENT,6250,DEBTCONSOLIDATION,8.9,0.13,4,625,Yes,1,0,0
26,male,Master,63535,3,OWN,8000,VENTURE,8.49,0.13,3,622,Yes,3,0,0
23,female,Associate,65547,3,RENT,6250,DEBTCONSOLIDATION,6.99,0.1,3,674,Yes,3,0,0
24,female,Associate,16183,0,RENT,6300,VENTURE,13.85,0.39,3,631,No,0,2,1
21,female,Associate,37102,0,RENT,6300,DEBTCONSOLIDATION,11.71,0.17,3,622,No,0,2,0
24,male,Bachelor,109356,0,RENT,7000,MEDICAL,13.99,0.06,4,577,No,0,0,0
22,male,Associate,108780,0,RENT,7000,PERSONAL,8.88,0.06,3,593,Yes,0,2,0
24,male,Associate,55979,6,MORTGAGE,29100,PERSONAL,12.99,0.52,2,601,No,6,0,1
22,male,Associate,63239,2,MORTGAGE,20000,EDUCATION,13.99,0.32,3,663,Yes,2,1,0
22,male,Bachelor,63504,0,MORTGAGE,2650,VENTURE,12.99,0.04,3,654,Yes,0,0,0
25,female,High School,108989,5,RENT,7000,PERSONAL,13.16,0.06,2,588,Yes,5,0,0
25,male,Associate,114688,0,RENT,7000,DEBTCONSOLIDATION,6.99,0.06,2,649,Yes,0,2,0
22,male,High School,86016,0,RENT,7000,MEDICAL,15.88,0.08,3,600,No,0,1,1
24,female,Associate,115937,4,RENT,7000,DEBTCONSOLIDATION,9.91,0.06,2,645,No,4,2,0
26,male,Bachelor,117560,0,RENT,7000,DEBTCONSOLIDATION,7.91,0.06,4,576,Yes,0,1,0
26,male,Bachelor,119886,5,RENT,7000,PERSONAL,7.49,0.06,3,608,Yes,5,0,0
26,male,Associate,122034,4,RENT,7000,DEBTCONSOLIDATION,9.99,0.06,3,653,No,4,1,0
24,female,Master,63349,6,MORTGAGE,9000,VENTURE,5.79,0.14,2,568,Yes,6,0,0
22,male,High School,126915,3,RENT,7000,MEDICAL,7.74,0.06,3,654,No,3,1,0
24,male,High School,132986,1,RENT,7000,MEDICAL,7.51,0.05,2,621,Yes,1,0,0
24,female,High School,63508,2,MORTGAGE,3000,EDUCATION,7.66,0.05,4,654,Yes,2,0,0
24,male,High School,63144,1,MORTGAGE,15000,HOMEIMPROVEMENT,10.0,0.24,2,641,Yes,1,1,0
23,male,Master,134232,0,RENT,7000,EDUCATION,8.0,0.05,3,583,No,0,2,0
24,female,High School,63580,4,MORTGAGE,14500,MEDICAL,7.29,0.23,4,615,Yes,4,2,0
22,male,High School,139493,0,RENT,7000,DEBTCONSOLIDATION,7.66,0.05,2,510,Yes,0,1,0
25,male,Bachelor,63502,5,MORTGAGE,8500,DEBTCONSOLIDATION,10.74,0.13,3,663,No,5,1,0
22,male,Bachelor,63582,0,MORTGAGE,9750,EDUCATION,13.06,0.15,3,629,Yes,0,0,0
26,female,Associate,63618,5,OWN,5000,EDUCATION,15.65,0.08,4,682,Yes,5,1,0
24,male,Bachelor,142765,0,RENT,7000,HOMEIMPROVEMENT,8.49,0.05,2,643,Yes,0,2,0
26,female,Master,63783,7,MORTGAGE,6500,VENTURE,10.74,0.1,2,666,Yes,7,1,0
23,male,Associate,144713,0,RENT,7000,PERSONAL,10.75,0.05,2,632,Yes,0,1,0
25,male,Associate,63197,1,MORTGAGE,6000,MEDICAL,7.66,0.09,2,636,Yes,1,2,0
25,female,Master,62883,3,MORTGAGE,24500,HOMEIMPROVEMENT,6.17,0.39,3,650,Yes,3,2,0
26,female,Bachelor,180875,5,RENT,7000,MEDICAL,9.63,0.04,4,626,Yes,5,0,0
22,male,Bachelor,34351,0,RENT,6975,EDUCATION,12.29,0.2,4,677,No,0,1,0
26,female,Master,63374,3,MORTGAGE,10750,HOMEIMPROVEMENT,9.62,0.17,2,696,Yes,3,2,0
24,male,High School,30624,0,RENT,6950,MEDICAL,14.42,0.23,3,669,No,0,0,1
23,male,Bachelor,37343,1,RENT,6300,EDUCATION,14.35,0.17,4,583,No,1,0,0
24,female,Bachelor,63237,0,OWN,7000,DEBTCONSOLIDATION,14.09,0.11,4,679,Yes,0,0,0
22,female,High School,36588,0,RENT,6300,VENTURE,13.22,0.17,3,637,Yes,0,2,0
26,female,Bachelor,45390,2,RENT,6300,PERSONAL,10.99,0.14,3,646,No,2,0,0
21,male,High School,51981,0,RENT,6300,EDUCATION,6.99,0.12,3,589,Yes,0,5,0
24,female,Bachelor,56074,0,MORTGAGE,12000,DEBTCONSOLIDATION,14.83,0.21,3,688,No,0,2,1
22,male,High School,62369,0,RENT,6300,EDUCATION,15.96,0.1,4,636,No,0,0,0
24,female,Master,63788,1,MORTGAGE,1200,EDUCATION,13.98,0.02,2,705,No,1,3,0
24,female,Bachelor,55898,0,MORTGAGE,12000,EDUCATION,7.88,0.21,4,630,No,0,1,1
25,female,Master,63549,0,MORTGAGE,12000,HOMEIMPROVEMENT,7.88,0.19,3,670,Yes,0,1,0
22,male,High School,63102,2,MORTGAGE,3000,VENTURE,14.35,0.05,2,616,Yes,2,2,0
25,male,Associate,66404,0,RENT,6300,EDUCATION,7.51,0.09,2,663,Yes,0,1,0
24,male,Master,71342,5,RENT,6300,MEDICAL,14.91,0.09,2,658,No,5,2,1
25,male,Bachelor,101581,1,RENT,6300,VENTURE,7.88,0.06,3,576,Yes,1,0,0
25,female,High School,31110,1,RENT,6325,MEDICAL,8.9,0.2,4,587,Yes,1,1,0
26,female,Doctorate,67197,5,RENT,6325,PERSONAL,10.65,0.09,4,636,Yes,5,0,0
22,male,Bachelor,73406,0,RENT,6325,DEBTCONSOLIDATION,7.51,0.09,3,642,Yes,0,3,0
23,male,Associate,90157,0,RENT,6350,PERSONAL,12.92,0.07,3,681,No,0,2,1
26,male,Bachelor,39588,3,RENT,6375,DEBTCONSOLIDATION,10.74,0.16,2,671,Yes,3,1,0
25,male,High School,53822,4,RENT,6375,EDUCATION,11.01,0.12,2,476,Yes,4,0,0
23,female,Master,63554,0,OWN,6000,EDUCATION,10.75,0.09,4,580,Yes,0,1,0
24,male,High School,63299,2,MORTGAGE,4800,MEDICAL,11.01,0.08,2,626,Yes,2,1,0
25,male,High School,22616,2,RENT,6500,MEDICAL,11.01,0.29,3,649,No,2,1,1
22,female,Bachelor,24993,0,RENT,6500,DEBTCONSOLIDATION,10.99,0.26,2,704,No,0,4,1
24,male,Master,63170,0,MORTGAGE,12000,EDUCATION,13.85,0.19,4,715,No,0,2,0
21,female,Master,26038,0,RENT,6500,EDUCATION,11.89,0.25,4,659,No,0,2,1
22,female,Master,63308,1,MORTGAGE,18000,MEDICAL,9.88,0.28,4,598,No,1,1,0
24,female,Master,27134,1,RENT,6500,VENTURE,14.79,0.24,4,665,No,1,1,1
24,male,Bachelor,63278,4,MORTGAGE,5000,MEDICAL,14.22,0.08,2,568,Yes,4,1,0
26,male,High School,63389,6,MORTGAGE,10000,HOMEIMPROVEMENT,9.88,0.16,4,527,Yes,6,2,0
26,female,Doctorate,63408,4,MORTGAGE,6500,PERSONAL,6.76,0.1,4,648,No,4,0,0
24,female,Associate,63581,2,OWN,4000,EDUCATION,10.62,0.06,4,620,No,2,0,0
26,female,Bachelor,63340,3,MORTGAGE,2500,HOMEIMPROVEMENT,14.59,0.04,4,596,Yes,3,0,0
24,female,Bachelor,29691,1,RENT,6500,EDUCATION,11.36,0.22,2,655,Yes,1,1,0
22,female,Associate,63259,0,MORTGAGE,3900,VENTURE,7.51,0.06,3,625,No,0,1,0
24,male,High School,63085,1,MORTGAGE,7800,VENTURE,11.36,0.12,3,649,Yes,1,2,0
24,male,Associate,63622,3,MORTGAGE,5000,PERSONAL,10.99,0.08,3,581,Yes,3,2,0
21,female,Bachelor,29554,0,RENT,6500,VENTURE,12.53,0.22,2,668,Yes,0,0,0
26,male,Bachelor,31074,5,RENT,6500,MEDICAL,14.09,0.21,2,703,No,5,3,1
24,female,Associate,63163,2,MORTGAGE,3500,VENTURE,6.76,0.06,3,552,Yes,2,0,0
22,male,Associate,63583,0,MORTGAGE,10000,EDUCATION,7.88,0.16,3,651,Yes,0,5,0
26,female,High School,31744,4,RENT,6500,MEDICAL,9.99,0.2,4,655,Yes,4,3,0
24,male,High School,63530,0,MORTGAGE,8400,VENTURE,10.99,0.13,4,563,Yes,0,4,0
25,female,Bachelor,56206,3,OWN,19750,DEBTCONSOLIDATION,16.7,0.35,4,680,No,3,1,1
22,female,High School,56431,0,MORTGAGE,8000,MEDICAL,12.53,0.14,3,553,No,0,1,1
23,female,Bachelor,63018,1,OWN,10000,PERSONAL,11.14,0.16,2,663,No,1,4,0
24,male,Master,63173,0,OWN,5000,PERSONAL,7.4,0.08,2,616,Yes,0,1,0
26,female,Associate,34551,3,RENT,6500,MEDICAL,7.51,0.19,3,695,Yes,3,4,0
24,female,High School,37244,1,RENT,6500,VENTURE,10.99,0.17,3,589,Yes,1,1,0
22,male,Master,37220,0,RENT,6500,EDUCATION,13.85,0.17,3,615,No,0,3,0
22,female,Bachelor,63256,0,MORTGAGE,3000,DEBTCONSOLIDATION,7.05,0.05,2,683,Yes,0,2,0
22,male,Associate,38563,0,RENT,6500,EDUCATION,8.32,0.17,3,658,Yes,0,1,0
26,female,Master,39363,2,RENT,6500,MEDICAL,14.22,0.17,2,666,Yes,2,5,0
23,male,Associate,39718,0,RENT,6500,EDUCATION,7.88,0.16,4,606,No,0,4,0
22,male,Bachelor,39540,2,RENT,6500,PERSONAL,11.83,0.16,2,603,Yes,2,1,0
22,male,Master,40545,1,RENT,6500,MEDICAL,6.17,0.16,4,651,No,1,0,0
23,female,Bachelor,40606,0,RENT,6500,EDUCATION,7.51,0.16,2,661,Yes,0,2,0
24,male,Associate,56092,1,MORTGAGE,15250,PERSONAL,12.53,0.27,2,571,No,1,1,1
25,female,Associate,43127,5,RENT,6500,MEDICAL,12.68,0.15,2,559,Yes,5,0,0
22,female,High School,63400,0,MORTGAGE,4800,PERSONAL,8.59,0.08,2,649,Yes,0,1,0
21,female,Bachelor,63441,0,MORTGAGE,16000,EDUCATION,12.87,0.25,4,604,Yes,0,1,0
22,male,Associate,44217,0,RENT,6500,PERSONAL,11.01,0.15,3,565,No,0,0,0
26,female,Bachelor,56486,4,MORTGAGE,5000,EDUCATION,19.16,0.09,3,675,No,4,1,1
24,female,Bachelor,46361,2,RENT,6500,PERSONAL,11.34,0.14,3,657,Yes,2,3,0
26,male,Master,63092,3,MORTGAGE,3600,EDUCATION,11.89,0.06,2,627,Yes,3,0,0
25,female,Associate,63690,0,MORTGAGE,6000,MEDICAL,9.32,0.09,2,647,Yes,0,1,0
26,male,Associate,63389,4,MORTGAGE,3000,PERSONAL,9.63,0.05,3,637,Yes,4,0,0
21,male,Associate,63289,0,MORTGAGE,7000,EDUCATION,13.47,0.11,3,572,Yes,0,2,0
23,male,High School,63278,0,OWN,9250,MEDICAL,13.16,0.15,3,545,Yes,0,0,0
22,female,High School,41844,0,RENT,6500,PERSONAL,13.22,0.16,3,607,No,0,2,1
26,female,Associate,63974,2,MORTGAGE,3600,DEBTCONSOLIDATION,10.51,0.06,3,629,No,2,2,0
25,male,Bachelor,49005,3,RENT,6500,DEBTCONSOLIDATION,11.89,0.13,4,647,Yes,3,1,0
26,female,Bachelor,48807,6,RENT,6500,VENTURE,11.01,0.13,4,694,No,6,1,0
21,male,High School,48967,0,RENT,6500,VENTURE,5.79,0.13,3,611,Yes,0,2,0
24,female,Master,63563,5,MORTGAGE,5000,PERSONAL,8.32,0.08,2,671,No,5,1,0
22,male,Associate,63632,2,MORTGAGE,6400,EDUCATION,11.34,0.1,4,577,Yes,2,1,0
22,female,Associate,43218,1,RENT,6500,HOMEIMPROVEMENT,15.95,0.15,2,640,No,1,0,1
20,female,High School,51391,0,RENT,6500,VENTURE,11.71,0.13,2,630,No,0,2,0
25,male,Master,51261,1,RENT,6500,MEDICAL,13.49,0.13,3,660,Yes,1,0,0
23,male,High School,44370,5,RENT,6500,DEBTCONSOLIDATION,17.49,0.15,2,676,No,5,2,1
22,male,Bachelor,51873,0,RENT,6500,EDUCATION,5.99,0.13,2,667,Yes,0,1,0
23,female,High School,51565,5,RENT,6500,PERSONAL,10.37,0.13,3,640,Yes,5,1,0
25,female,High School,64114,0,MORTGAGE,1750,HOMEIMPROVEMENT,11.89,0.03,2,626,Yes,0,3,0
23,male,Bachelor,63857,2,MORTGAGE,7500,EDUCATION,10.59,0.12,3,624,Yes,2,0,0
21,male,Bachelor,52390,0,RENT,6500,EDUCATION,12.73,0.12,3,613,Yes,0,1,0
23,male,Master,63492,0,MORTGAGE,4750,VENTURE,13.35,0.07,4,610,Yes,0,2,0
23,female,Associate,54596,5,RENT,6500,VENTURE,10.96,0.12,3,676,Yes,5,2,0
21,female,High School,54847,0,RENT,6500,VENTURE,10.74,0.12,2,636,No,0,3,0
26,female,Master,55517,1,RENT,6500,MEDICAL,10.99,0.12,4,661,Yes,1,3,0
22,male,Master,57007,0,MORTGAGE,15000,DEBTCONSOLIDATION,12.86,0.26,4,622,No,0,0,1
23,female,Bachelor,63604,0,MORTGAGE,15000,VENTURE,16.49,0.24,2,611,No,0,0,0
22,female,Associate,56560,0,MORTGAGE,9500,DEBTCONSOLIDATION,12.69,0.17,4,616,No,0,4,1
22,male,Bachelor,63919,0,MORTGAGE,4000,DEBTCONSOLIDATION,10.65,0.06,4,537,No,0,1,0
22,female,High School,55065,0,RENT,6500,MEDICAL,13.99,0.12,2,648,No,0,1,1
22,female,Master,64082,0,MORTGAGE,8000,DEBTCONSOLIDATION,15.23,0.12,3,589,No,0,1,0
23,male,Master,56660,0,MORTGAGE,5000,MEDICAL,7.49,0.09,3,608,No,0,3,1
22,female,Associate,64620,3,RENT,6500,EDUCATION,10.65,0.1,4,612,Yes,3,0,0
21,male,Master,67757,0,RENT,6500,DEBTCONSOLIDATION,13.98,0.1,4,659,Yes,0,1,0
22,male,Associate,71698,0,RENT,6500,EDUCATION,10.95,0.09,3,667,Yes,0,0,0
26,male,Bachelor,63978,4,MORTGAGE,15250,PERSONAL,9.63,0.24,2,664,No,4,2,0
25,female,Associate,63889,5,MORTGAGE,7000,HOMEIMPROVEMENT,5.79,0.11,4,660,No,5,0,0
22,male,Associate,73167,0,RENT,6500,PERSONAL,9.25,0.09,2,677,No,0,0,0
25,male,Bachelor,63878,0,MORTGAGE,9000,DEBTCONSOLIDATION,7.88,0.14,4,602,Yes,0,2,0
21,male,Associate,75542,0,RENT,6500,MEDICAL,11.01,0.09,4,521,Yes,0,1,0
22,male,Bachelor,76758,0,RENT,6500,DEBTCONSOLIDATION,11.86,0.08,2,672,No,0,1,0
25,female,Bachelor,80156,5,RENT,6500,DEBTCONSOLIDATION,10.25,0.08,3,725,No,5,1,0
22,female,Associate,64003,1,MORTGAGE,6400,PERSONAL,14.54,0.1,4,643,No,1,1,0
25,female,Bachelor,57073,2,MORTGAGE,2000,PERSONAL,12.69,0.04,3,540,No,2,1,1
23,female,Bachelor,84651,0,RENT,6500,VENTURE,13.23,0.08,3,624,Yes,0,1,0
25,female,Bachelor,88007,3,RENT,6500,HOMEIMPROVEMENT,7.74,0.07,2,683,No,3,5,0
24,male,Master,88300,0,RENT,6500,DEBTCONSOLIDATION,11.01,0.07,4,703,Yes,0,2,0
26,male,Bachelor,64097,2,MORTGAGE,4000,PERSONAL,7.4,0.06,3,642,Yes,2,3,0
22,male,Bachelor,63929,2,MORTGAGE,5000,EDUCATION,9.63,0.08,4,607,No,2,3,0
25,male,Bachelor,64325,3,MORTGAGE,11000,DEBTCONSOLIDATION,8.94,0.17,3,610,Yes,3,2,0
24,male,Bachelor,64267,1,MORTGAGE,8000,HOMEIMPROVEMENT,9.38,0.12,2,619,Yes,1,2,0
23,male,Associate,64659,0,MORTGAGE,8000,PERSONAL,7.51,0.12,2,663,Yes,0,0,0
25,female,High School,90886,3,RENT,6500,EDUCATION,13.57,0.07,2,598,Yes,3,1,0
23,male,Associate,64109,0,MORTGAGE,2625,EDUCATION,11.71,0.04,3,657,No,0,1,0
23,female,Bachelor,97267,4,RENT,6500,VENTURE,7.51,0.07,3,670,No,4,2,0
